,id,predictions
0,90615,8.519370342062828
1,90616,9.981146774034379
2,90617,10.2703561716014
3,90618,10.906712961354769
4,90619,7.733400135670592
5,90620,9.617850553871671
6,90621,12.8584562243189
7,90622,6.204921276027403
8,90623,7.7764664157829975
9,90624,11.45415112453889
10,90625,12.208520713423548
11,90626,6.458492618365929
12,90627,10.432100742973011
13,90628,12.80484031945722
14,90629,7.544533992954383
15,90630,7.767576250277497
16,90631,13.388535271564455
17,90632,5.925334757545269
18,90633,11.618144594799864
19,90634,10.510944713749044
20,90635,6.17733044072523
21,90636,7.537925675686984
22,90637,10.458641170219346
23,90638,8.664589661338075
24,90639,9.695258799388451
25,90640,11.085913372498052
26,90641,8.413252406107464
27,90642,10.36516101349529
28,90643,5.58368652457736
29,90644,11.122799427753204
30,90645,8.853133321143686
31,90646,9.004245188074352
32,90647,11.000837803438257
33,90648,13.121293866998913
34,90649,12.522765453432282
35,90650,10.698899780495273
36,90651,9.42519746029094
37,90652,9.150158855721225
38,90653,14.137653460591942
39,90654,6.540360941137321
40,90655,8.005375515185513
41,90656,9.906166296531277
42,90657,8.258158051537974
43,90658,6.859783244522825
44,90659,9.737673477356276
45,90660,7.255236580623089
46,90661,7.905213996243342
47,90662,7.152197825571734
48,90663,10.482847877462127
49,90664,7.9558359250150295
50,90665,12.49794900367915
51,90666,9.285398369725577
52,90667,5.907244986197977
53,90668,9.518569660074421
54,90669,9.356739751157562
55,90670,9.544324821876526
56,90671,10.599484731374353
57,90672,9.053105761704748
58,90673,14.020220031492759
59,90674,7.682652888960341
60,90675,5.701473547882819
61,90676,11.307273456183417
62,90677,10.285930273853554
63,90678,5.256653947508712
64,90679,8.858800512036916
65,90680,10.161751923896464
66,90681,10.456749769918458
67,90682,14.55946636269821
68,90683,9.2172616621764
69,90684,12.273774842216152
70,90685,10.19975429389875
71,90686,7.005672318933114
72,90687,10.950657886170681
73,90688,9.353025836282708
74,90689,11.290968624804547
75,90690,19.845366722429908
76,90691,8.304073084966156
77,90692,10.987572341408159
78,90693,11.643393776824501
79,90694,9.791452883133228
80,90695,9.105661231232986
81,90696,9.932546908894794
82,90697,6.830794792229514
83,90698,10.053618685893907
84,90699,5.629576155951034
85,90700,10.651336538915245
86,90701,11.043879693684032
87,90702,10.433982405653353
88,90703,12.704240674795715
89,90704,5.595586638423202
90,90705,12.67420405369673
91,90706,11.390218914234381
92,90707,6.108716510056456
93,90708,8.680613104630341
94,90709,10.16070257448256
95,90710,10.378314217023021
96,90711,8.924777417343634
97,90712,8.96329231776743
98,90713,15.062474173146635
99,90714,7.044525677412014
100,90715,8.247694841292144
101,90716,6.216297280778873
102,90717,10.036122456396251
103,90718,4.837292727094086
104,90719,6.011704366290108
105,90720,10.7940746922726
106,90721,9.012534481456012
107,90722,8.989360581530661
108,90723,8.058919931074831
109,90724,10.005088977695138
110,90725,6.881030835756057
111,90726,7.8457308290600585
112,90727,8.757217513883978
113,90728,10.375928533321343
114,90729,10.747424511706676
115,90730,11.136213782135473
116,90731,6.052871633782174
117,90732,7.92417738195418
118,90733,11.687210775507008
119,90734,8.79303680869844
120,90735,7.675983594283743
121,90736,7.673855677447531
122,90737,5.974139505171666
123,90738,6.656806200784264
124,90739,14.723622898997757
125,90740,11.197106327759542
126,90741,5.527187368784541
127,90742,9.232477154380803
128,90743,13.06850108031994
129,90744,6.88595049133374
130,90745,8.239926336438133
131,90746,8.204773358953435
132,90747,4.428036816029741
133,90748,13.631196311063619
134,90749,9.099722617717758
135,90750,4.458465197985484
136,90751,7.043782506123129
137,90752,8.564179169644056
138,90753,7.875954800351673
139,90754,8.311649323599687
140,90755,8.97727829644019
141,90756,8.850304383165604
142,90757,11.8983283096453
143,90758,8.77244417973314
144,90759,7.600209282670791
145,90760,7.979167313148663
146,90761,10.264954570502132
147,90762,9.667057046342457
148,90763,7.311995842336402
